designation,l,b,dl,db,ra,dec,dra,ddec
SSTGLMA G065.6169+01.7649,65.616919,1.764908,0.3,0.3,297.432892,29.631974,0.3,0.3
SSTGLMA G065.6226-00.6025,65.622626,-0.602508,0.3,0.3,299.755782,28.41565,0.3,0.3
SSTGLMA G065.6233+00.0472,65.623367,0.047292,0.3,0.3,299.125004,28.75543,0.3,0.3
SSTGLMA G065.6282+00.6502,65.6282,0.650228,0.3,0.3,298.538495,29.071621,0.3,0.3
SSTGLMA G065.6298-01.0384,65.629849,-1.038453,0.3,0.3,300.181308,28.192632,0.3,0.3
SSTGLMA G065.6306+00.9155,65.630606,0.915528,0.3,0.3,298.279451,29.21018,0.3,0.3
SSTGLMA G065.6312-00.8384,65.631203,-0.838464,0.3,0.3,299.989107,28.299075,0.3,0.3
SSTGLMA G065.6324+02.1691,65.632464,2.169125,0.3,0.3,297.040358,29.849847,0.3,0.3
SSTGLMA G065.6338+02.9692,65.633869,2.969261,0.3,0.3,296.241346,30.252219,0.3,0.3
SSTGLMA G065.6358+02.4470,65.635804,2.447072,0.3,0.3,296.765189,29.992631,0.3,0.3
SSTGLMA G065.6403-01.0033,65.640388,-1.003336,0.3,0.3,300.153745,28.220095,0.3,0.3
SSTGLMA G065.6414+00.0973,65.641434,0.0973,0.3,0.3,299.086963,28.796848,0.3,0.3
SSTGLMA G065.6422+00.1316,65.642273,0.131619,0.3,0.3,299.053989,28.815386,0.3,0.3
SSTGLMA G065.6533+02.2528,65.653349,2.252878,0.3,0.3,296.969069,29.91009,0.3,0.3
SSTGLMA G065.6621+00.8873,65.662164,0.8873,0.3,0.3,298.325773,29.222751,0.3,0.3
SSTGLMA G065.6632-00.6710,65.663267,-0.671019,0.3,0.3,299.846337,28.414317,0.3,0.3
SSTGLMA G065.6648-00.8284,65.664884,-0.828419,0.3,0.3,299.999518,28.333002,0.3,0.3
SSTGLMA G065.6802+01.1886,65.680239,1.188669,0.3,0.3,298.039702,29.392816,0.3,0.3
SSTGLMA G065.6803+00.4871,65.68034,0.487167,0.3,0.3,298.729043,29.032118,0.3,0.3
SSTGLMA G065.6852+01.2203,65.685217,1.220364,0.3,0.3,298.011366,29.41331,0.3,0.3
SSTGLMA G065.6912+01.7417,65.691219,1.741728,0.3,0.3,297.499251,29.684198,0.3,0.3
SSTGLMA G065.6921-00.2518,65.692149,-0.251886,0.3,0.3,299.45703,28.658314,0.3,0.3
SSTGLMA G065.6939+02.5115,65.693925,2.511561,0.3,0.3,296.734453,30.07523,0.3,0.3
SSTGLMA G065.6997+01.9447,65.699785,1.944731,0.3,0.3,297.302736,29.794507,0.3,0.3
SSTGLMA G065.7020+01.4250,65.70205,1.425081,0.3,0.3,297.819092,29.532357,0.3,0.3
SSTGLMA G065.7046-00.1770,65.704682,-0.177086,0.3,0.3,299.391751,28.708037,0.3,0.3
SSTGLMA G065.7115+00.7850,65.711542,0.785092,0.3,0.3,298.455298,29.212521,0.3,0.3
SSTGLMA G065.7122-00.2122,65.712205,-0.2122,0.3,0.3,299.430378,28.696136,0.3,0.3
SSTGLMA G065.7181-00.1582,65.718135,-0.158233,0.3,0.3,299.381409,28.729348,0.3,0.3
SSTGLMA G065.7198+01.8321,65.71989,1.832108,0.3,0.3,297.426326,29.754758,0.3,0.3
SSTGLMA G065.7204+01.6754,65.720422,1.675406,0.3,0.3,297.582071,29.675643,0.3,0.3
SSTGLMA G065.7271+02.8098,65.727123,2.809864,0.3,0.3,296.45506,30.253369,0.3,0.3
SSTGLMA G065.7317+02.2146,65.731784,2.214645,0.3,0.3,297.052763,29.958504,0.3,0.3
SSTGLMA G065.7582+00.8482,65.758219,0.848278,0.3,0.3,298.420739,29.285058,0.3,0.3
SSTGLMA G065.7626+00.6094,65.762614,0.609489,0.3,0.3,298.65781,29.165748,0.3,0.3
SSTGLMA G065.7631+02.1607,65.763188,2.160792,0.3,0.3,297.124705,29.958418,0.3,0.3
SSTGLMA G065.7658+00.1927,65.765852,0.192703,0.3,0.3,299.067646,28.952718,0.3,0.3
SSTGLMA G065.7853+00.4258,65.785349,0.425803,0.3,0.3,298.851262,29.090245,0.3,0.3
SSTGLMA G065.7854+00.5516,65.78547,0.551608,0.3,0.3,298.728083,29.15542,0.3,0.3
SSTGLMA G065.7874+01.1647,65.78747,1.164706,0.3,0.3,298.126369,29.472631,0.3,0.3
SSTGLMA G065.7920+00.4251,65.792004,0.425114,0.3,0.3,298.855879,29.095582,0.3,0.3
SSTGLMA G065.8008+01.3800,65.800881,1.380033,0.3,0.3,297.921614,29.594317,0.3,0.3
SSTGLMA G065.8009+00.3636,65.800909,0.363622,0.3,0.3,298.921347,29.071349,0.3,0.3
SSTGLMA G065.8028+01.6409,65.802877,1.640975,0.3,0.3,297.664465,29.72909,0.3,0.3
SSTGLMA G065.8040+00.2460,65.803997,0.246044,0.3,0.3,299.038167,29.013011,0.3,0.3
SSTGLMA G065.8041+01.8414,65.804183,1.84148,0.3,0.3,297.466273,29.832114,0.3,0.3
SSTGLMA G065.8105-01.0371,65.810531,-1.037103,0.3,0.3,300.288218,28.346811,0.3,0.3
SSTGLMA G065.8152+00.1968,65.815202,0.196889,0.3,0.3,299.092853,28.997064,0.3,0.3
SSTGLMA G065.8163+01.0029,65.816356,1.0029,0.3,0.3,298.302873,29.41441,0.3,0.3
SSTGLMA G065.8184+01.7405,65.818415,1.7405,0.3,0.3,297.574855,29.793083,0.3,0.3
SSTGLMA G065.8271+00.9959,65.82719,0.9959,0.3,0.3,298.316156,29.420108,0.3,0.3
SSTGLMA G065.8297+01.5897,65.829716,1.589742,0.3,0.3,297.730973,29.726093,0.3,0.3
SSTGLMA G065.8311+00.6489,65.831188,0.648897,0.3,0.3,298.659702,29.244818,0.3,0.3
SSTGLMA G065.8325+00.0435,65.832544,0.043569,0.3,0.3,299.252843,28.932149,0.3,0.3
SSTGLMA G065.8362+00.2412,65.836211,0.241211,0.3,0.3,299.062016,29.038035,0.3,0.3
SSTGLMA G065.8372-01.0364,65.837205,-1.036411,0.3,0.3,300.303552,28.369825,0.3,0.3
SSTGLMA G065.8412+01.0887,65.84123,1.088783,0.3,0.3,298.232902,29.479845,0.3,0.3
SSTGLMA G065.8499+01.3381,65.849959,1.338097,0.3,0.3,297.991913,29.615054,0.3,0.3
SSTGLMA G065.8531-00.6796,65.853107,-0.679664,0.3,0.3,299.968158,28.571307,0.3,0.3
SSTGLMA G065.8536+02.1776,65.853632,2.177595,0.3,0.3,297.160666,30.04491,0.3,0.3
SSTGLMA G065.8601+00.4951,65.860133,0.495181,0.3,0.3,298.827614,29.19014,0.3,0.3
SSTGLMA G065.8621+00.6025,65.862166,0.602544,0.3,0.3,298.723529,29.2474,0.3,0.3
SSTGLMA G065.8684-00.3480,65.868408,-0.348036,0.3,0.3,299.655538,28.758305,0.3,0.3
SSTGLMA G065.8684-00.1217,65.868452,-0.121711,0.3,0.3,299.435345,28.876641,0.3,0.3
SSTGLMA G065.8729+01.2231,65.872961,1.223142,0.3,0.3,298.119023,29.575972,0.3,0.3
SSTGLMA G065.8742+01.7217,65.874214,1.721714,0.3,0.3,297.626182,29.831557,0.3,0.3
SSTGLMA G065.8761+00.7871,65.87616,0.787194,0.3,0.3,298.550451,29.354685,0.3,0.3
SSTGLMA G065.8820+00.9213,65.882064,0.921342,0.3,0.3,298.421963,29.428833,0.3,0.3
SSTGLMA G065.8835+00.1644,65.883553,0.164492,0.3,0.3,299.165126,29.038623,0.3,0.3
SSTGLMA G065.8886-00.5326,65.888654,-0.532664,0.3,0.3,299.846924,28.67877,0.3,0.3
SSTGLMA G065.8951+00.7015,65.895128,0.701547,0.3,0.3,298.645844,29.326755,0.3,0.3
SSTGLMA G065.8951+01.7845,65.895141,1.78455,0.3,0.3,297.576057,29.881517,0.3,0.3
SSTGLMA G065.8973-00.6080,65.897316,-0.608025,0.3,0.3,299.925198,28.646567,0.3,0.3
SSTGLMA G065.8976+00.6996,65.89765,0.699633,0.3,0.3,298.649218,29.327927,0.3,0.3
SSTGLMA G065.8992+01.0298,65.899237,1.029831,0.3,0.3,298.325231,29.499342,0.3,0.3
SSTGLMA G065.9004+00.7701,65.900443,0.770133,0.3,0.3,298.581588,29.366694,0.3,0.3
SSTGLMA G065.9044+00.0037,65.904427,0.003706,0.3,0.3,299.334522,28.972746,0.3,0.3
SSTGLMA G065.9130+00.0839,65.913007,0.083992,0.3,0.3,299.261276,29.021892,0.3,0.3
SSTGLMA G065.9175-00.4869,65.917577,-0.486925,0.3,0.3,299.819837,28.727392,0.3,0.3
SSTGLMA G065.9196-00.4199,65.919688,-0.419975,0.3,0.3,299.756083,28.7643,0.3,0.3
SSTGLMA G065.9224-00.9660,65.922466,-0.966092,0.3,0.3,300.286833,28.47935,0.3,0.3
SSTGLMA G065.9234+00.3098,65.92341,0.309797,0.3,0.3,299.046738,29.148168,0.3,0.3
SSTGLMA G065.9242-00.8096,65.924293,-0.809625,0.3,0.3,300.136637,28.563431,0.3,0.3
SSTGLMA G065.9246-00.0132,65.924596,-0.013261,0.3,0.3,299.363091,28.981113,0.3,0.3
SSTGLMA G065.9274+00.1104,65.92744,0.110417,0.3,0.3,299.244065,29.047971,0.3,0.3
SSTGLMA G065.9307+02.4179,65.930726,2.417925,0.3,0.3,296.965635,30.232645,0.3,0.3
SSTGLMA G065.9307+00.3157,65.930738,0.315706,0.3,0.3,299.045311,29.157499,0.3,0.3
SSTGLMA G065.9383+01.0551,65.938347,1.05515,0.3,0.3,298.323358,29.545898,0.3,0.3
SSTGLMA G065.9410+01.2887,65.941056,1.288725,0.3,0.3,298.09434,29.668034,0.3,0.3
SSTGLMA G065.9473+01.5195,65.947393,1.519522,0.3,0.3,297.86965,29.791476,0.3,0.3
SSTGLMA G065.9525+00.2337,65.952524,0.233786,0.3,0.3,299.138418,29.133564,0.3,0.3
SSTGLMA G065.9565-00.5912,65.956524,-0.591225,0.3,0.3,299.944367,28.705767,0.3,0.3
SSTGLMA G065.9648+00.5876,65.96488,0.587694,0.3,0.3,298.798987,29.327638,0.3,0.3
SSTGLMA G065.9657+01.7465,65.965774,1.746514,0.3,0.3,297.655252,29.922964,0.3,0.3
SSTGLMA G065.9700+01.3570,65.970038,1.357047,0.3,0.3,298.043848,29.727899,0.3,0.3
SSTGLMA G065.9718+00.9285,65.971822,0.928522,0.3,0.3,298.467948,29.509474,0.3,0.3
SSTGLMA G065.9724+00.4811,65.972454,0.481164,0.3,0.3,298.908002,29.27897,0.3,0.3
SSTGLMA G065.9732+01.4823,65.97324,1.482328,0.3,0.3,297.921704,29.7947,0.3,0.3
SSTGLMA G065.9768+00.1102,65.976816,0.11025,0.3,0.3,299.273639,29.090041,0.3,0.3
SSTGLMA G065.9862-00.1514,65.986205,-0.151461,0.3,0.3,299.534589,28.961521,0.3,0.3
SSTGLMA G065.9873+00.4889,65.98733,0.488928,0.3,0.3,298.909224,29.295716,0.3,0.3
SSTGLMA G065.9988-00.7930,65.998869,-0.793028,0.3,0.3,300.165333,28.63555,0.3,0.3
SSTGLMA G065.9996+02.4113,65.999645,2.411331,0.3,0.3,297.012391,30.288805,0.3,0.3
SSTGLMA G066.0015+01.8609,66.001525,1.860919,0.3,0.3,297.562509,30.011903,0.3,0.3
SSTGLMA G066.0045+00.3051,66.00452,0.305164,0.3,0.3,299.099515,29.215078,0.3,0.3
SSTGLMA G066.0290-00.7963,66.029045,-0.796319,0.3,0.3,300.186646,28.659454,0.3,0.3
SSTGLMA G066.0363+00.3661,66.036354,0.366111,0.3,0.3,299.058769,29.273934,0.3,0.3
SSTGLMA G066.0453+02.1708,66.045309,2.170864,0.3,0.3,297.279334,30.206767,0.3,0.3
SSTGLMA G066.0512+00.0918,66.051241,0.091872,0.3,0.3,299.335977,29.143994,0.3,0.3
SSTGLMA G066.0518+01.1600,66.05183,1.160019,0.3,0.3,298.286893,29.697114,0.3,0.3
SSTGLMA G066.0584+01.3597,66.05841,1.359786,0.3,0.3,298.093234,29.805196,0.3,0.3
SSTGLMA G066.0659+01.2714,66.065903,1.271472,0.3,0.3,298.185041,29.766378,0.3,0.3
SSTGLMA G066.0659+01.8035,66.065931,1.803561,0.3,0.3,297.657358,30.038172,0.3,0.3
SSTGLMA G066.0699+00.0298,66.069988,0.029878,0.3,0.3,299.40773,29.127664,0.3,0.3
SSTGLMA G066.0851-00.9853,66.085165,-0.985328,0.3,0.3,300.403277,28.607295,0.3,0.3
SSTGLMA G066.0852+02.7142,66.085229,2.714233,0.3,0.3,296.758706,30.515046,0.3,0.3
SSTGLMA G066.0866+01.6131,66.086692,1.613114,0.3,0.3,297.858786,29.958988,0.3,0.3
SSTGLMA G066.0962-00.8719,66.096244,-0.871936,0.3,0.3,300.300263,28.676625,0.3,0.3
SSTGLMA G066.0974+00.0315,66.097404,0.031542,0.3,0.3,299.422482,29.151921,0.3,0.3
SSTGLMA G066.0982+01.8917,66.09826,1.891733,0.3,0.3,297.588614,30.110831,0.3,0.3
SSTGLMA G066.0990+02.0836,66.099028,2.083606,0.3,0.3,297.397855,30.208873,0.3,0.3
SSTGLMA G066.1006+02.2896,66.100646,2.289647,0.3,0.3,297.193051,30.31453,0.3,0.3
SSTGLMA G066.1184+01.5212,66.118477,1.521294,0.3,0.3,297.968622,29.939414,0.3,0.3
SSTGLMA G066.1238+00.3931,66.123866,0.393161,0.3,0.3,299.084371,29.362767,0.3,0.3
SSTGLMA G066.1249+00.1289,66.124968,0.128972,0.3,0.3,299.343726,29.226252,0.3,0.3
SSTGLMA G066.1254-00.4301,66.125441,-0.430156,0.3,0.3,299.889229,28.934109,0.3,0.3
SSTGLMA G066.1269-00.7706,66.126898,-0.770647,0.3,0.3,300.220616,28.756122,0.3,0.3
SSTGLMA G066.1276+01.6360,66.12766,1.636053,0.3,0.3,297.860136,30.005912,0.3,0.3
SSTGLMA G066.1330+01.0858,66.133052,1.085853,0.3,0.3,298.408198,29.72866,0.3,0.3
SSTGLMA G066.1373+00.5461,66.137342,0.546139,0.3,0.3,298.942275,29.453656,0.3,0.3
SSTGLMA G066.1413+00.8307,66.141364,0.830786,0.3,0.3,298.664695,29.604342,0.3,0.3
SSTGLMA G066.1423+01.5478,66.142367,1.547883,0.3,0.3,297.95633,29.97353,0.3,0.3
SSTGLMA G066.1472+00.9766,66.147261,0.976675,0.3,0.3,298.524381,29.684635,0.3,0.3
SSTGLMA G066.1482+01.9261,66.148254,1.926131,0.3,0.3,297.583721,30.171345,0.3,0.3
SSTGLMA G066.1494-00.3147,66.149458,-0.314697,0.3,0.3,299.791296,29.015148,0.3,0.3
SSTGLMA G066.1508-01.0237,66.150832,-1.023744,0.3,0.3,300.479992,28.642681,0.3,0.3
SSTGLMA G066.1509+02.0388,66.150972,2.038858,0.3,0.3,297.472952,30.230924,0.3,0.3
SSTGLMA G066.1649+02.4440,66.164938,2.444075,0.3,0.3,297.07611,30.447936,0.3,0.3
SSTGLMA G066.1662-00.7009,66.166278,-0.700944,0.3,0.3,300.176739,28.826339,0.3,0.3
SSTGLMA G066.1664+00.5712,66.166466,0.571231,0.3,0.3,298.934964,29.491567,0.3,0.3
SSTGLMA G066.1685+00.0571,66.16851,0.057161,0.3,0.3,299.439956,29.225946,0.3,0.3
SSTGLMA G066.1689+01.3944,66.168958,1.394492,0.3,0.3,298.124127,29.917893,0.3,0.3
SSTGLMA G066.1744+01.1439,66.174433,1.143967,0.3,0.3,298.375292,29.794028,0.3,0.3
SSTGLMA G066.1749-00.3469,66.174994,-0.34695,0.3,0.3,299.838016,29.019966,0.3,0.3
SSTGLMA G066.1817-01.0757,66.181705,-1.075794,0.3,0.3,300.548927,28.641295,0.3,0.3
SSTGLMA G066.1841+02.9852,66.184152,2.985208,0.3,0.3,296.543724,30.736329,0.3,0.3
SSTGLMA G066.1850+02.9471,66.185089,2.947108,0.3,0.3,296.582644,30.718075,0.3,0.3
SSTGLMA G066.1877+02.5482,66.187716,2.548211,0.3,0.3,296.985046,30.520072,0.3,0.3
SSTGLMA G066.1930+00.1190,66.193001,0.11905,0.3,0.3,299.394089,29.27913,0.3,0.3
SSTGLMA G066.1972-00.2919,66.197222,-0.291906,0.3,0.3,299.797756,29.067768,0.3,0.3
SSTGLMA G066.1981-00.5283,66.198172,-0.528389,0.3,0.3,300.028404,28.944337,0.3,0.3
SSTGLMA G066.2009+01.2319,66.200986,1.231917,0.3,0.3,298.304043,29.861994,0.3,0.3
SSTGLMA G066.2021+00.4682,66.202171,0.468206,0.3,0.3,299.05742,29.468653,0.3,0.3
SSTGLMA G066.2065-00.3527,66.206575,-0.352731,0.3,0.3,299.862603,29.043811,0.3,0.3
SSTGLMA G066.2125+02.2626,66.212572,2.262689,0.3,0.3,297.285531,30.397393,0.3,0.3
SSTGLMA G066.2220+01.7878,66.22205,1.787833,0.3,0.3,297.764838,30.164466,0.3,0.3
SSTGLMA G066.2296-00.0488,66.229662,-0.048817,0.3,0.3,299.580108,29.22272,0.3,0.3
SSTGLMA G066.2329+01.5357,66.232896,1.535756,0.3,0.3,298.021791,30.045107,0.3,0.3
SSTGLMA G066.2361-00.4987,66.236118,-0.498697,0.3,0.3,300.022365,28.992227,0.3,0.3
SSTGLMA G066.2363+01.8686,66.236343,1.868647,0.3,0.3,297.69279,30.217914,0.3,0.3
SSTGLMA G066.2380+00.2643,66.238008,0.264319,0.3,0.3,299.278779,29.393253,0.3,0.3
SSTGLMA G066.2381+02.1008,66.238166,2.100842,0.3,0.3,297.462282,30.33746,0.3,0.3
SSTGLMA G066.2421-00.8427,66.242125,-0.842717,0.3,0.3,300.359868,28.815906,0.3,0.3
SSTGLMA G066.2432-00.0537,66.243274,-0.053756,0.3,0.3,299.59309,29.231739,0.3,0.3
SSTGLMA G066.2451-00.8477,66.245187,-0.847714,0.3,0.3,300.366556,28.815864,0.3,0.3
SSTGLMA G066.2484-00.0544,66.24841,-0.054481,0.3,0.3,299.596876,29.235737,0.3,0.3
SSTGLMA G066.2524+01.0404,66.252415,1.0404,0.3,0.3,298.523864,29.807576,0.3,0.3
SSTGLMA G066.2532+02.2511,66.253208,2.251139,0.3,0.3,297.320907,30.426571,0.3,0.3
SSTGLMA G066.2597-01.0019,66.259723,-1.001922,0.3,0.3,300.52462,28.746591,0.3,0.3
SSTGLMA G066.2616-00.0713,66.261635,-0.07135,0.3,0.3,299.621281,29.238182,0.3,0.3
SSTGLMA G066.2619-00.0585,66.261985,-0.058542,0.3,0.3,299.608981,29.245182,0.3,0.3
SSTGLMA G066.2621-00.0573,66.26214,-0.057353,0.3,0.3,299.607913,29.245936,0.3,0.3
SSTGLMA G066.2625-00.0705,66.262557,-0.070575,0.3,0.3,299.621077,29.239374,0.3,0.3
SSTGLMA G066.2781+01.6431,66.278119,1.643114,0.3,0.3,297.941849,30.138836,0.3,0.3
SSTGLMA G066.2852+00.1980,66.285269,0.198094,0.3,0.3,299.371922,29.39908,0.3,0.3
SSTGLMA G066.2991-00.3154,66.299193,-0.315444,0.3,0.3,299.88194,29.142211,0.3,0.3
SSTGLMA G066.3013-00.9531,66.301392,-0.953175,0.3,0.3,300.502625,28.80775,0.3,0.3
SSTGLMA G066.3015+00.4710,66.301503,0.471075,0.3,0.3,299.113879,29.555026,0.3,0.3
SSTGLMA G066.3033+00.7038,66.303376,0.703833,0.3,0.3,298.886095,29.677361,0.3,0.3
SSTGLMA G066.3055-00.2381,66.305503,-0.238122,0.3,0.3,299.810363,29.188168,0.3,0.3
SSTGLMA G066.3104-00.8740,66.310407,-0.874058,0.3,0.3,300.43145,28.857278,0.3,0.3
SSTGLMA G066.3189-00.9203,66.318942,-0.920381,0.3,0.3,300.481478,28.840001,0.3,0.3
SSTGLMA G066.3207-00.1700,66.3207,-0.170033,0.3,0.3,299.753071,29.236815,0.3,0.3
SSTGLMA G066.3280+01.8539,66.327998,1.853994,0.3,0.3,297.76139,30.289294,0.3,0.3
SSTGLMA G066.3288-00.9713,66.328827,-0.9713,0.3,0.3,300.536755,28.821414,0.3,0.3
SSTGLMA G066.3342-00.6708,66.334225,-0.670889,0.3,0.3,300.248769,28.984861,0.3,0.3
SSTGLMA G066.3386+00.2902,66.338673,0.290292,0.3,0.3,299.31353,29.492711,0.3,0.3
SSTGLMA G066.3433+00.1333,66.343348,0.133333,0.3,0.3,299.470126,29.414833,0.3,0.3
SSTGLMA G066.3441+00.6314,66.344097,0.631439,0.3,0.3,298.981643,29.674669,0.3,0.3
SSTGLMA G066.3441+01.1708,66.344182,1.170894,0.3,0.3,298.449333,29.95342,0.3,0.3
SSTGLMA G066.3454-00.6263,66.345489,-0.626372,0.3,0.3,300.212328,29.017919,0.3,0.3
SSTGLMA G066.3474+02.0372,66.347447,2.037283,0.3,0.3,297.590009,30.399283,0.3,0.3
SSTGLMA G066.3481+00.2850,66.348176,0.285014,0.3,0.3,299.324395,29.498072,0.3,0.3
SSTGLMA G066.3484+02.4252,66.348477,2.425275,0.3,0.3,297.202395,30.596747,0.3,0.3
SSTGLMA G066.3500-00.6092,66.35,-0.609269,0.3,0.3,300.198432,29.030773,0.3,0.3
SSTGLMA G066.3521-00.6308,66.352109,-0.630847,0.3,0.3,300.220669,29.021182,0.3,0.3
SSTGLMA G066.3558-00.3700,66.355865,-0.370072,0.3,0.3,299.969257,29.161723,0.3,0.3
SSTGLMA G066.3569+00.4647,66.356994,0.464708,0.3,0.3,299.153292,29.599125,0.3,0.3
SSTGLMA G066.3593+01.3416,66.35933,1.341689,0.3,0.3,298.289145,30.054201,0.3,0.3
SSTGLMA G066.3624+01.2724,66.362485,1.272478,0.3,0.3,298.359611,30.021356,0.3,0.3
SSTGLMA G066.3635+00.3929,66.363532,0.392994,0.3,0.3,299.227635,29.56741,0.3,0.3
SSTGLMA G066.3681+00.6700,66.36816,0.670081,0.3,0.3,298.957966,29.715279,0.3,0.3
SSTGLMA G066.3684-01.1093,66.368408,-1.109395,0.3,0.3,300.694303,28.781714,0.3,0.3
SSTGLMA G066.3870+00.1281,66.387067,0.128189,0.3,0.3,299.501379,29.449429,0.3,0.3
SSTGLMA G066.3906-00.4661,66.390606,-0.466158,0.3,0.3,300.083747,29.140704,0.3,0.3
SSTGLMA G066.3929+00.0555,66.392931,0.055586,0.3,0.3,299.575969,29.416482,0.3,0.3
SSTGLMA G066.3942+00.9102,66.394215,0.91025,0.3,0.3,298.736716,29.861873,0.3,0.3
SSTGLMA G066.3946+00.1579,66.394667,0.157953,0.3,0.3,299.476787,29.471456,0.3,0.3
SSTGLMA G066.3979+01.4254,66.397897,1.425411,0.3,0.3,298.228962,30.130257,0.3,0.3
SSTGLMA G066.3983-01.0652,66.398314,-1.065256,0.3,0.3,300.669732,28.830486,0.3,0.3
SSTGLMA G066.3986+01.0678,66.398676,1.067883,0.3,0.3,298.583624,29.947059,0.3,0.3
SSTGLMA G066.3990+01.1224,66.399044,1.122408,0.3,0.3,298.52991,29.975476,0.3,0.3
SSTGLMA G066.4006-00.3427,66.400619,-0.342731,0.3,0.3,299.969571,29.214166,0.3,0.3
SSTGLMA G066.4037+00.3886,66.403775,0.388614,0.3,0.3,299.25602,29.599492,0.3,0.3
SSTGLMA G066.4045+00.0681,66.404539,0.068175,0.3,0.3,299.570617,29.432959,0.3,0.3
SSTGLMA G066.4059+00.6620,66.405902,0.662069,0.3,0.3,298.988389,29.743395,0.3,0.3
SSTGLMA G066.4081+00.3512,66.408133,0.351222,0.3,0.3,299.295341,29.583742,0.3,0.3
SSTGLMA G066.4100+00.7137,66.410053,0.713789,0.3,0.3,298.939923,29.773757,0.3,0.3
SSTGLMA G066.4140-00.1368,66.414045,-0.136869,0.3,0.3,299.776805,29.333689,0.3,0.3
SSTGLMA G066.4148+02.0174,66.414852,2.017489,0.3,0.3,297.649488,30.447231,0.3,0.3
SSTGLMA G066.4171+00.1810,66.417168,0.181017,0.3,0.3,299.467688,29.502689,0.3,0.3
SSTGLMA G066.4207+01.8404,66.420699,1.840444,0.3,0.3,297.829605,30.362103,0.3,0.3
SSTGLMA G066.4224-00.3687,66.4224,-0.368758,0.3,0.3,300.008059,29.219002,0.3,0.3
SSTGLMA G066.4245+02.4446,66.424566,2.444695,0.3,0.3,297.227556,30.672163,0.3,0.3
SSTGLMA G066.4302+01.1724,66.430286,1.172494,0.3,0.3,298.498915,30.028047,0.3,0.3
SSTGLMA G066.4423+00.0829,66.442364,0.082922,0.3,0.3,299.578897,29.472912,0.3,0.3
SSTGLMA G066.4428+00.5500,66.442826,0.550081,0.3,0.3,299.120688,29.716821,0.3,0.3
SSTGLMA G066.4429+01.8980,66.442943,1.898094,0.3,0.3,297.785246,30.410617,0.3,0.3
SSTGLMA G066.4516+00.0047,66.451692,0.004742,0.3,0.3,299.661017,29.439954,0.3,0.3
SSTGLMA G066.4552+00.0011,66.455286,0.001186,0.3,0.3,299.666656,29.441154,0.3,0.3
SSTGLMA G066.4563-00.5086,66.456304,-0.508689,0.3,0.3,300.164778,29.17413,0.3,0.3
SSTGLMA G066.4727+01.0846,66.472706,1.084656,0.3,0.3,298.6111,30.019124,0.3,0.3
SSTGLMA G066.4734+01.7798,66.473487,1.7798,0.3,0.3,297.921258,30.376536,0.3,0.3
SSTGLMA G066.4737+01.7639,66.473783,1.763992,0.3,0.3,297.937187,30.368718,0.3,0.3
SSTGLMA G066.4752+00.7584,66.475293,0.758403,0.3,0.3,298.934909,29.852669,0.3,0.3
SSTGLMA G066.4796+00.3085,66.47967,0.308578,0.3,0.3,299.380079,29.622569,0.3,0.3
SSTGLMA G066.4931+00.5315,66.493172,0.531533,0.3,0.3,299.16907,29.75019,0.3,0.3
SSTGLMA G066.4951+00.6072,66.495145,0.607203,0.3,0.3,299.09577,29.791198,0.3,0.3
SSTGLMA G066.4960+00.6057,66.49607,0.605767,0.3,0.3,299.097738,29.791243,0.3,0.3
SSTGLMA G066.5011+02.2435,66.501193,2.24357,0.3,0.3,297.474235,30.636373,0.3,0.3
SSTGLMA G066.5016-00.7622,66.501683,-0.762208,0.3,0.3,300.438645,29.07875,0.3,0.3
SSTGLMA G066.5018+00.1698,66.501858,0.169803,0.3,0.3,299.529524,29.569048,0.3,0.3
SSTGLMA G066.5019+00.6075,66.50195,0.607511,0.3,0.3,299.09954,29.797173,0.3,0.3
SSTGLMA G066.5066-00.1078,66.506636,-0.107817,0.3,0.3,299.80415,29.427759,0.3,0.3
SSTGLMA G066.5070+00.1607,66.507053,0.160725,0.3,0.3,299.541544,29.568732,0.3,0.3
SSTGLMA G066.5090+00.5790,66.509028,0.579069,0.3,0.3,299.13178,29.788444,0.3,0.3
SSTGLMA G066.5118+01.1553,66.511819,1.155339,0.3,0.3,298.564425,30.089075,0.3,0.3
SSTGLMA G066.5138-00.7337,66.513821,-0.7337,0.3,0.3,300.418311,29.104133,0.3,0.3
SSTGLMA G066.5207+00.1652,66.520764,0.165214,0.3,0.3,299.545384,29.582768,0.3,0.3
SSTGLMA G066.5220+01.2590,66.522011,1.25905,0.3,0.3,298.467718,30.151226,0.3,0.3
SSTGLMA G066.5280+00.5433,66.528065,0.543347,0.3,0.3,299.178344,29.786137,0.3,0.3
SSTGLMA G066.5332+02.7162,66.533226,2.716242,0.3,0.3,297.018375,30.902875,0.3,0.3
SSTGLMA G066.5343+01.5754,66.53438,1.575419,0.3,0.3,298.16085,30.324303,0.3,0.3
SSTGLMA G066.5377+00.9077,66.53771,0.907783,0.3,0.3,298.824747,29.983408,0.3,0.3
SSTGLMA G066.5398+00.8592,66.539893,0.8592,0.3,0.3,298.874038,29.960131,0.3,0.3
SSTGLMA G066.5467+00.2247,66.546789,0.224772,0.3,0.3,299.502619,29.636078,0.3,0.3
SSTGLMA G066.5568+01.2199,66.556832,1.219903,0.3,0.3,298.527261,30.160912,0.3,0.3
