RAJ2000,DEJ2000,l,b,SFR,Name,Ref,Method,YSOtype,vartype,RAGdeg,DEGdeg,GaiaDR3,plx,ruwe,Gmag,BP-RP,angDist,rgeo,rpgeo
67.49795,24.55218,173.50716,-16.20198,           Taurus Dark Cloud ,  04295950+2433078  ,2006AJ....132.2665S,spectroscopy,CTT*,     dip ,67.49794905,24.55213513,146366442430208640,7.5888,1.128,16.781733,4.393215,0.161551,130.811096,130.745377
69.82255,22.79817,176.32817,-15.70055,           Taurus Dark Cloud ,         V* VY Tau  ,1988cels.book.....H,spectroscopy,EXor,    EXor ,69.82258086,22.79815237,146469246765971200,6.5186,2.252,12.915483,2.281611,0.120482,153.029587,152.87265
70.43707,23.03094,176.51056,-15.11433,           Taurus Dark Cloud ,  04414489+2301513  ,2010ApJS..186..111L,Spectroscopy - BD,CTT*,         ,70.43707111,23.03094106,146487556211644544,8.1822,1.097,18.915628,3.719187,0.005288,122.667068,123.982307
70.44022,23.03278,176.51096,-15.11091,           Taurus Dark Cloud ,  04414565+2301580  ,2010ApJS..186..111L,spectroscopy,WTT*,         ,70.44020763,23.03278479,146487560507840768,8.0887,3.811,13.812326,2.858069,0.044465,122.907005,122.952179
69.74462,23.39989,175.79762,-15.37507,           Taurus Dark Cloud ,  04385871+2323595  ,2006AJ....132.2665S,spectroscopy,WTT*,         ,69.7446465,23.39985387,146709146460303744,7.9903,1.12,16.259193,3.900458,0.15681,124.405182,124.158997
69.56792,23.44453,175.65504,-15.47198,           Taurus Dark Cloud ,  04381630+2326402  ,2006AJ....132.2665S,spectroscopy,WTT*,         ,69.56790077,23.44451374,146758968080949504,7.8676,1.171,15.213491,3.374854,0.086357,126.164574,126.084778
69.77658,23.57167,175.67924,-15.24343,           Taurus Dark Cloud ,  04390637+2334179  ,2010ApJS..186..111L,IR excess+spectroscopy,WTT*,         ,69.77657702,23.57164524,146764465639042176,7.9695,1.201,15.830748,3.990778,0.089681,124.157982,124.372368
69.75679,23.60083,175.64395,-15.23894,           Taurus Dark Cloud ,  04390163+2336029  ,2006AJ....132.2665S,spectroscopy,CTT*,         ,69.75680862,23.6008209,146764809236423808,7.8891,1.213,14.34845,3.111262,0.069615,125.875526,125.810875
69.77187,23.62919,175.63033,-15.21026,           Taurus Dark Cloud ,  04390525+2337450  ,2010ApJS..186..111L,IR excess+spectroscopy,CTT*,         ,69.77193196,23.62909397,146764946676068992,,,15.520569,1.54248,0.401581,,
69.74417,23.60978,175.62918,-15.2422,           Taurus Dark Cloud ,  04385859+2336351  ,2010ApJS..186..111L,IR excess+spectroscopy,CTT*,         ,69.74417611,23.60976449,146767764173923328,7.8959,1.112,15.657024,3.653832,0.059351,125.442352,125.711426
70.00283,23.97256,175.49429,-14.82909,           Taurus Dark Cloud ,  04400067+2358211  ,2010ApJS..186..111L,IR excess+spectroscopy,CTT*,         ,70.00279804,23.97252482,146874275068113664,7.9145,0.958,16.328197,3.854526,0.164593,125.658813,125.527367
69.89017,23.98922,175.41339,-14.8981,           Taurus Dark Cloud ,  04393364+2359212  ,2010ApJS..186..111L,IR excess+spectroscopy,CTT*,         ,69.89016882,23.98922818,146881048231272192,7.8672,1.109,14.978098,3.249852,0.029687,125.916161,126.273712
70.13599,24.44222,175.19853,-14.43738,           Taurus Dark Cloud ,         HD 283817  ,1994A&AS..104..315T,spectroscopy,WTT*,     Or* ,70.13599544,24.44203605,146921111686142464,2.5197,1.229,9.813048,1.825545,0.662457,390.595184,391.075256
71.6775,24.98428,175.67165,-13.00787,           Taurus Dark Cloud ,  04464260+2459034  ,2014ApJ...786...97H,X-ray + spectroscopy,WTT*,         ,71.67758606,24.98425257,147373010964871040,6.7531,2.542,14.904488,3.631671,0.297681,146.671631,146.86203
71.11305,25.20456,175.16653,-13.26837,           Taurus Dark Cloud ,  04442713+2512164  ,2010ApJS..186..111L,IR excess + spectroscopy,CTT*,         ,71.11309573,25.20456526,147441558642852736,6.9855,1.001,15.492094,3.973389,0.150156,141.907455,141.73436
68.98685,23.86798,174.96405,-15.61119,           Taurus Dark Cloud ,  04355683+2352049  ,2018AJ....156..271L,X-ray + spectroscopy,WTT*,         ,68.98681948,23.86806717,147523605402800256,8.3712,6.349,12.438254,2.441936,0.329512,119.383141,119.053871
69.08967,23.85461,175.03726,-15.54758,           Taurus Dark Cloud ,  04362151+2351165  ,2010ApJS..186..111L,IR excess+spectroscopy,CTT*,         ,69.08963946,23.85461805,147546080967742720,8.7333,1.05,16.675335,3.459696,0.104641,113.877434,113.646065
68.92057,24.18577,174.67084,-15.45356,           Taurus Dark Cloud ,      CoKu Tau 3 A  ,1988cels.book.....H,spectroscopy,CTT*,         ,68.92062481,24.18580386,147605282796916992,7.8733,1.155,15.564445,3.495741,0.21739,125.887573,125.725502
68.92072,24.18513,174.67143,-15.45387,           Taurus Dark Cloud ,      CoKu Tau 3 B  ,1988cels.book.....H,spectroscopy,CTT*,         ,68.92068282,24.18521704,147605278502447744,7.9093,0.97,17.521097,,0.336288,125.241814,
68.86406,24.2497,174.58565,-15.45191,           Taurus Dark Cloud ,         V* DN Tau  ,1988cels.book.....H,spectroscopy,CTT*,     Or* ,68.86407343,24.24969732,147606657186323712,7.776,1.12,11.460606,1.832608,0.045119,128.196289,128.201553
69.13544,24.36096,174.66202,-15.19091,           Taurus Dark Cloud ,  04363248+2421395  ,2017AJ....153...46L,Spectroscopy - brown dwarf,WTT*,         ,69.13539128,24.36101759,147614422487144960,6.2997,1.198,16.072489,4.549853,0.261764,156.890182,157.183228
68.99512,24.64451,174.35194,-15.10655,           Taurus Dark Cloud ,  04355881+2438404  ,2018AJ....156..271L,Spitzer photometry + Gaia DR2 astrometry,WTT*,         ,68.99507549,24.64457185,147727672184672640,6.2104,1.161,14.065596,2.911527,0.266054,159.568008,159.596039
68.27593,24.15944,174.29759,-15.91987,           Taurus Dark Cloud ,         V* GH Tau  ,1988cels.book.....H,spectroscopy,CTT*,     dip ,68.27591118,24.15932902,147778284078308096,,,12.310488,2.39431,0.404265,,
68.27767,24.16528,174.29404,-15.91488,           Taurus Dark Cloud ,       V* V807 Tau  ,1988cels.book.....H,spectroscopy,CTT*,     dip ,68.27764941,24.16527166,147778490237623808,5.4315,41.807,10.747444,1.944588,0.074008,202.387146,193.235107
68.52584,24.31401,174.32829,-15.6461,           Taurus Dark Cloud ,  04340619+2418508  ,2017AJ....153...46L,spectroscopy,WTT*,         ,68.52581145,24.31410323,147786354323787008,7.5098,0.96,18.472622,4.248077,0.348444,132.251343,133.283981
68.3947,24.35154,174.2183,-15.71297,           Taurus Dark Cloud ,         V* GK Tau  ,1988cels.book.....H,spectroscopy,CTT*,     dip ,68.39469187,24.35194415,147790000749072768,0.1152,2.06,16.081099,2.139463,1.45517,3683.76318,4954.99805
68.39208,24.35478,174.21412,-15.71278,           Taurus Dark Cloud ,         V* GI Tau  ,1977ApJ...214..747H,spectroscopy,CTT*,     dip ,68.39192071,24.35474139,147790202612482560,7.7258,1.386,12.607882,2.365037,0.5406,129.320129,129.233063
68.12742,24.33258,174.06923,-15.91068,           Taurus Dark Cloud ,         V* FY Tau  ,1988cels.book.....H,spectroscopy,CTT*,     Or* ,68.1274101,24.33259997,147796013704189440,7.7206,1.156,13.732977,2.924005,0.078882,128.527206,128.624741
68.13235,24.33417,174.071,-15.90623,           Taurus Dark Cloud ,         V* FZ Tau  ,1988cels.book.....H,spectroscopy,CTT*,     Or* ,68.13234463,24.33418223,147796013704188928,7.7371,1.524,13.779509,2.856545,0.047408,128.348557,128.323914
68.07442,24.37083,174.00638,-15.92255,           Taurus Dark Cloud ,  04321786+2422149  ,2010ApJS..186..111L,spectroscopy,WTT*,         ,68.07446492,24.37080573,147799209159857280,7.9047,1.213,15.717915,4.300114,0.171266,125.586662,125.376289
68.07857,24.37421,174.00626,-15.91748,           Taurus Dark Cloud ,       V* V928 Tau  ,1988cels.book.....H,spectroscopy,WTT*,     Or* ,68.07869807,24.37407965,147799312239072000,,,12.833715,2.701306,0.629727,,
68.20944,24.36988,174.09015,-15.82962,           Taurus Dark Cloud ,  04325026+2422115  ,2010ApJS..186..111L,brown dwarf,WTT*,         ,68.20944608,24.36990622,147801270743616896,10.2637,1.304,20.702806,2.107893,0.096474,113.87619,2716.76001
68.25824,24.35,174.13583,-15.80868,           Taurus Dark Cloud ,  04330197+2421000  ,1998AJ....115.2074B,spectroscopy,WTT*,         ,68.2582151,24.35001954,147801339463632000,7.7442,1.353,15.126443,4.420657,0.107766,127.6036,128.046249
68.06421,24.48326,173.91125,-15.85653,           Taurus Dark Cloud ,       V* V806 Tau  ,1988cels.book.....H,spectroscopy,CTT*,     Or* ,68.06423927,24.48321603,147806733942555008,7.7788,2.411,15.244066,3.398994,0.185074,127.708824,127.646919
68.73093,24.48143,174.32076,-15.39538,           Taurus Dark Cloud ,         V* AA Tau  ,1988cels.book.....H,spectroscopy,CTT*,     dip ,68.73091746,24.48139823,147818450613367424,7.4255,3.334,14.42295,2.543629,0.121532,133.69725,133.261703
68.2918,24.56205,173.98872,-15.64791,           Taurus Dark Cloud ,       V* V830 Tau  ,1988cels.book.....H,spectroscopy,WTT*,     Or* ,68.2917919,24.56201541,147831571737487488,7.6704,1.047,11.667231,1.82079,0.127313,129.969788,130.015198
67.96069,24.40502,173.9093,-15.979,           Taurus Dark Cloud ,         V* HK Tau  ,1988cels.book.....H,spectroscopy,CTT*,     dip ,67.96071495,24.40493759,147847072275324416,7.6247,1.468,14.106406,2.839538,0.307759,130.199722,130.106018
67.71547,24.69653,173.52814,-15.95799,           Taurus Dark Cloud ,  04305171+2441475  ,2006A&A...446..485G,spectroscopy,CTT*,         ,67.71550362,24.69651571,147869573608324992,9.4606,2.49,17.737099,3.053022,0.121397,106.844749,110.302643
67.71407,24.70619,173.51968,-15.95264,           Taurus Dark Cloud ,         V* ZZ Tau  ,1988cels.book.....H,spectroscopy,CTT*,     Or* ,67.71411141,24.70620418,147869784062378624,7.4566,6.643,12.770275,3.03553,0.14472,133.779358,135.427811
68.41276,25.34395,173.44589,-15.05683,           Taurus Dark Cloud ,         V* DL Tau  ,1988cels.book.....H,IR excess+spectroscopy,CTT*,     Or* ,68.41281987,25.34391705,148010281032823552,6.2525,1.419,12.136812,1.895546,0.228052,159.749435,159.699829
68.42882,25.44639,173.37505,-14.97922,           Taurus Dark Cloud ,  04334291+2526470  ,2010ApJS..186..111L,IR excess+spectroscopy,WTT*,         ,68.42885391,25.44634944,148017561002336384,7.0994,1.184,19.624983,3.224094,0.182966,144.48407,142.780243
68.94917,25.39535,173.73026,-14.65432,           Taurus Dark Cloud ,  04354778+2523436  ,2018AJ....156..271L,simbad: star,WTT*,         ,68.94914245,25.39544783,148021722825803904,7.8909,4.746,13.653902,3.285816,0.363419,125.692078,126.0494
69.07955,25.71641,173.55551,-14.35718,           Taurus Dark Cloud ,      V* V1115 Tau  ,1988cels.book.....H,spectroscopy,WTT*,     rot ,69.07958977,25.71638939,148037764527442944,7.8002,1.283,11.233383,1.532654,0.148816,127.831741,127.810867
70.26962,24.85173,174.95135,-14.08374,           Taurus Dark Cloud ,         V* IW Tau  ,1988cels.book.....H,spectroscopy,WTT*,     rot ,70.26960985,24.85176238,148063641705483776,7.0258,2.55,12.672102,,0.121198,141.545395,
70.65707,25.26041,174.85457,-13.55329,           Taurus Dark Cloud ,         V* DP Tau  ,1988cels.book.....H,spectroscopy,CTT*,     Or* ,70.65707878,25.26027323,148099749495579648,,,13.644083,2.048861,0.493187,,
70.7629,25.33854,174.85451,-13.42976,           Taurus Dark Cloud ,         V* GO Tau  ,1988cels.book.....H,spectroscopy,CTT*,     dip ,70.76281743,25.33852968,148106316500918272,7.0233,1.183,13.82833,2.626162,0.271199,141.331085,141.438736
70.58757,25.34288,174.74799,-13.54976,           Taurus Dark Cloud ,  04422101+2520343  ,2010ApJS..186..111L,IR excess + spectroscopy,CTT*,         ,70.58759005,25.34286278,148112913570653568,7.1084,1.198,15.240524,3.554748,0.090008,139.599869,139.224045
70.52285,25.38231,174.6785,-13.57003,           Taurus Dark Cloud ,       V* V999 Tau  ,1988cels.book.....H,spectroscopy,WTT*,     Or* ,70.52288142,25.38230172,148116246465275520,6.7549,16.301,13.502144,2.962675,0.106464,145.794022,146.163712
70.53052,25.38423,174.68149,-13.56346,           Taurus Dark Cloud ,      V* V1000 Tau  ,1988cels.book.....H,spectroscopy,WTT*,     Or* ,70.53054318,25.38414804,148116177746232192,,,13.795083,3.375423,0.304525,,
70.53239,25.38661,174.68069,-13.56065,           Taurus Dark Cloud ,            HBC 69  ,1988cels.book.....H,spectroscopy,CTT*,     Or* ,70.53243819,25.38663507,148116280825446784,6.5104,15.255,13.740318,2.783235,0.180854,154.20845,155.662857
70.1658,25.31837,174.51843,-13.8599,           Taurus Dark Cloud ,  04403979+2519061  ,2010ApJS..186..111L,IR excess+spectroscopy,CTT*,         ,70.16578354,25.3183817,148141775750936960,7.0001,2.438,16.602686,4.669871,0.068136,142.511215,143.138
70.45104,25.57514,174.48286,-13.49785,           Taurus Dark Cloud ,  04414825+2534304  ,2010ApJS..186..111L,IR excess + spectroscopy - BD,CTT*,         ,70.45105116,25.57515885,148172179824515968,7.3005,1.021,18.292873,3.013115,0.076913,137.320618,136.451569
70.29494,25.9199,174.11736,-13.38719,           Taurus Dark Cloud ,  04411078+2555116  ,2010ApJS..186..111L,IR excess,CTT*,     dip ,70.29494326,25.91987194,148196510814073728,6.595,0.969,18.076752,4.124373,0.101582,150.541275,151.402435
70.41176,25.94076,174.16953,-13.29288,           Taurus Dark Cloud ,  04413882+2556267  ,1990ApJS...74..575W,IR excess+X-ray+ H alpha emission,CTT*,         ,70.41177415,25.94076153,148289831863907840,6.2657,5.057,15.968565,3.200795,0.046134,159.035324,158.9935
69.7665,25.74067,173.94672,-13.86766,           Taurus Dark Cloud ,  04390396+2544264  ,2010ApJS..186..111L,Spectroscopy - BD,CTT*,         ,69.76650384,25.7406516,148354733113981696,7.0936,1.285,17.25265,4.749982,0.067383,139.799362,139.941238
69.48625,25.77303,173.75427,-14.04051,           Taurus Dark Cloud ,  04375670+2546229  ,2010ApJS..186..111L,IR excess,CTT*,         ,69.48631683,25.77301376,148369409017865984,0.9734,1.056,17.234428,2.484459,0.224406,982.56189,962.132324
69.98227,25.75057,174.06686,-13.71194,           Taurus Dark Cloud ,  04395574+2545020  ,2010ApJS..186..111L,IR excess + X-ray,CTT*,         ,69.98227395,25.7505392,148374391180009600,6.9053,1.149,17.470781,5.604241,0.111632,144.16861,
69.83712,25.75059,173.9808,-13.81245,           Taurus Dark Cloud ,         V* GN Tau  ,2008hsf1.book..405K,spectroscopy,CTT*,     Or* ,69.83714129,25.75050782,148378033312276864,,,14.938232,3.120014,0.30379,,
70.20628,25.85533,174.11627,-13.4898,           Taurus Dark Cloud ,  04404950+2551191  ,2010ApJS..186..111L,IR excess+spectroscopy,CTT*,         ,70.20629574,25.85526904,148381984682184192,7.0666,1.173,14.098617,2.886079,0.225292,140.309158,140.333771
70.20611,25.85575,174.11584,-13.48966,           Taurus Dark Cloud ,          JH 223 B  ,2018AJ....156..271L,spectroscopy,CTT*,     dip ,70.20608616,25.85583377,148381984682184320,7.0984,0.976,16.928488,,0.311298,139.129654,
70.28442,25.93541,174.09886,-13.38461,           Taurus Dark Cloud ,  04410826+2556074  ,2010ApJS..186..111L,IR excess,CTT*,         ,70.28443194,25.93537725,148384179410294272,6.8031,1.287,17.643494,2.911633,0.124094,145.875381,147.093445
70.26768,25.96559,174.06509,-13.37698,           Taurus Dark Cloud ,  04410424+2557561  ,2007A&A...468..353G,X-ray + spectroscopy,WTT*,         ,70.26772244,25.965473,148384527302822272,,,14.85504,3.717375,0.443018,,
70.00727,25.94145,173.93057,-13.57267,           Taurus Dark Cloud ,  04400174+2556292  ,2010ApJS..186..111L,Spectroscopy - BD,WTT*,         ,70.0073625,25.94140595,148386898124771328,,,19.716026,4.04504,0.338858,,
69.94785,26.02799,173.827,-13.5584,           Taurus Dark Cloud ,  04394748+2601407  ,2010ApJS..186..111L,IR excess+spectroscopy,CTT*,         ,69.94784443,26.02796948,148400156688543104,7.1222,1.307,17.787214,5.014269,0.076038,139.529327,
69.93701,26.03133,173.81793,-13.56375,           Taurus Dark Cloud ,  04394488+2601527  ,2010ApJS..186..111L,IR excess+spectroscopy,CTT*,         ,69.93700593,26.0313073,148400229703257856,7.1594,1.021,14.987539,4.372048,0.082771,138.322968,137.97168
70.03334,26.09038,173.82817,-13.45946,           Taurus Dark Cloud ,  04400800+2605253  ,2010ApJS..186..111L,IR excess,CTT*,         ,70.03335226,26.09039836,148401565437820928,7.2802,1.042,18.710108,3.976322,0.077066,137.441483,138.279114
69.5035,25.98256,173.59917,-13.89392,           Taurus Dark Cloud ,  04380083+2558572  ,2010ApJS..186..111L,Spectroscopy - BD,WTT*,         ,69.50361276,25.98257512,148420639387738112,6.7794,0.944,16.273314,5.186153,0.368929,146.325241,146.940063
69.58892,26.15382,173.51491,-13.72504,           Taurus Dark Cloud ,         V* GM Tau  ,2008hsf1.book..405K,spectroscopy,CTT*,     dip ,69.58890974,26.15382648,148449845165337600,7.1752,1.08,16.240765,3.445999,0.040547,138.114395,138.127045
69.61909,26.1804,173.51186,-13.68721,           Taurus Dark Cloud ,         V* DO Tau  ,1977ApJ...214..747H,spectroscopy,CTT*,     Or* ,69.61911689,26.18040767,148449913884294528,7.2193,2.035,12.381148,2.058904,0.091139,138.388031,138.429169
69.64701,26.1774,173.53079,-13.66994,           Taurus Dark Cloud ,      V* HV Tau AB  ,2008hsf1.book..405K,spectroscopy,WTT*,         ,69.64704368,26.17740004,148450085683504896,7.2467,1.286,12.939947,3.319587,0.108807,137.372253,137.336884
69.64783,26.17819,173.53065,-13.66887,           Taurus Dark Cloud ,       V* HV Tau C  ,2008hsf1.book..405K,spectroscopy,CTT*,     Or* ,69.64796915,26.17814349,148450115749097216,,,17.98514,2.060455,0.479709,,
69.56192,26.19443,173.46686,-13.71748,           Taurus Dark Cloud ,  04381486+2611399  ,2010ApJS..186..111L,Spectroscopy - BD,CTT*,         ,69.56200715,26.19442971,148450875956969344,7.1298,1.14,19.79693,3.362368,0.281517,141.705383,136.822586
67.34889,24.55008,173.41626,-16.30577,           Taurus Dark Cloud ,         V* GV Tau  ,1988cels.book.....H,spectroscopy,CTT*,     Or* ,67.34888456,24.55006701,149367383323435648,7.006,4.297,16.282166,2.704128,0.050056,143.118713,142.218506
67.40027,24.59879,173.40987,-16.23855,           Taurus Dark Cloud ,  04293606+2435556  ,2006ApJ...647.1180L,X-ray + spectroscopy,CTT*,         ,67.40026987,24.5987748,149369139966814976,7.6281,1.095,14.780668,3.323422,0.054727,129.974335,129.917007
66.62729,24.73219,172.82262,-16.67907,           Taurus Dark Cloud ,  04263055+2443558  ,2009ApJ...703..399L,spectroscopy,CTT*,         ,66.62730573,24.73217107,149409920679460096,8.1096,1.162,19.812199,3.429749,0.085367,125.862915,145.374527
